City,State,Latitude,Longitude,Population,Annual Checkup,Arthritis,Binge Drinking,Cancer (except skin),Cholesterol Screening,Chronic Kidney Disease,Colorectal Cancer Screening,COPD,Core preventive services for older men,Core preventive services for older women,Coronary Heart Disease,Current Asthma,Current Smoking,Dental Visit,Diabetes,Health Insurance,High Blood Pressure,High Cholesterol,Mammography,Mental Health,Obesity,Pap Smear Test,Physical Health,Physical Inactivity,Sleep <7 hours,Stroke,Taking BP Medication,Teeth Loss
Richmond,VA,37.571403241,-77.4955128703,3006,70.5,17.3,23.8,5.9,83.5,1.8,75.4,3.2,45.1,46.6,3.6,7.2,11.0,83.4,5.3,6.3,22.1,29.0,83.4,8.1,21.4,87.2,6.3,12.5,29.4,1.6,74.0,5.3
Baltimore,MD,39.3225998739,-76.543797186,2830,79.8,27.6,14.6,5.1,76.0,3.4,64.5,7.3,32.0,32.4,6.2,13.2,23.6,50.8,14.8,13.2,41.6,34.7,85.1,14.7,40.1,,12.8,31.3,47.1,4.4,78.8,20.1
Baltimore,MD,39.2917118101,-76.6307803833,2200,78.7,36.2,9.8,5.0,65.0,6.1,47.1,14.9,19.0,19.4,10.0,17.8,38.1,24.9,23.8,25.4,51.5,41.3,83.5,24.1,52.0,,23.8,51.3,53.5,9.4,79.6,49.1
Baltimore,MD,39.2813407698,-76.5935942136,3344,69.2,16.1,25.9,4.8,78.1,1.6,75.1,3.3,49.7,46.3,3.3,8.8,12.8,76.1,4.8,6.0,20.8,27.2,83.0,9.2,21.3,,5.9,13.3,32.6,1.4,68.4,6.1
Baltimore,MD,39.3119766523,-76.5816118729,1585,81.7,32.2,13.3,6.3,77.2,4.3,64.2,8.7,29.3,30.0,8.4,13.7,23.7,48.4,18.6,14.9,48.5,38.5,83.9,14.5,41.2,,14.6,34.5,47.4,6.0,82.4,24.5
Baltimore,MD,39.3686905421,-76.7009823949,3429,75.6,28.1,17.4,8.1,81.4,3.1,70.7,6.3,43.1,37.8,7.2,10.0,14.6,68.4,9.8,7.6,33.3,35.6,82.3,10.6,25.4,,9.7,21.4,34.3,3.5,80.6,11.1
Baltimore,MD,39.3566477477,-76.6965332353,3548,79.9,35.4,13.6,8.8,79.9,4.3,67.6,9.3,38.0,33.1,9.9,11.8,19.2,57.3,15.6,11.1,46.4,42.0,82.8,12.7,33.5,,13.8,30.3,39.5,5.5,84.0,18.3
Washington,DC,38.9538356982,-77.0545997657,3955,77.6,15.1,27.1,5.9,83.3,1.8,76.4,2.8,43.7,36.9,3.2,7.9,8.1,88.9,4.7,3.0,20.0,29.0,81.5,6.9,15.5,87.6,5.0,8.6,27.7,1.5,73.6,4.1
Baltimore,MD,39.282956979,-76.5700550303,1951,67.8,16.0,26.5,4.5,76.5,1.6,73.7,3.7,47.7,43.4,3.2,9.2,15.3,72.7,4.7,7.0,19.7,26.0,82.7,10.3,22.6,,6.5,14.7,33.5,1.5,65.8,7.6
Washington,DC,38.9223788335,-77.0243413499,3740,78.2,10.6,26.8,2.5,65.1,1.8,66.9,3.5,26.6,24.6,2.4,11.2,17.4,73.4,5.5,8.5,19.7,21.8,83.3,12.6,23.3,84.1,6.9,15.0,38.7,1.8,61.1,15.2
Baltimore,MD,39.3426883462,-76.590097989,4603,77.9,17.9,18.7,3.5,67.2,2.3,67.7,4.7,33.5,33.1,3.9,12.9,18.0,58.6,9.1,11.4,28.8,26.5,85.7,13.8,32.0,,8.8,23.0,43.6,2.6,70.1,15.9
Baltimore,MD,39.2839730725,-76.6444267736,2586,75.0,29.5,14.9,5.1,72.1,3.9,56.5,9.8,29.4,28.0,7.9,13.3,29.7,42.3,15.7,17.3,40.7,37.5,81.8,17.5,40.6,,16.2,36.7,46.5,5.2,77.2,28.2
Baltimore,MD,39.3345419933,-76.5876270496,3243,81.1,28.5,15.7,6.5,82.7,3.2,71.3,6.2,37.4,36.7,6.6,11.6,17.9,62.8,13.9,9.8,42.8,36.3,85.4,11.2,34.8,,10.7,25.2,42.6,3.9,82.0,13.7
Washington,DC,38.9015403895,-76.9321953815,2922,83.9,24.1,18.2,5.0,77.7,3.7,61.8,7.4,22.8,21.5,5.8,12.1,24.3,63.7,14.2,10.7,40.1,35.3,82.7,13.6,35.4,87.5,13.1,25.8,44.9,4.8,78.3,23.4
Washington,DC,38.8408793676,-76.9851734491,3546,83.6,25.3,17.2,5.0,73.8,4.0,59.0,8.7,21.0,19.7,6.5,13.3,27.2,58.2,15.3,12.6,42.0,36.7,82.0,15.6,36.7,86.9,14.8,28.9,46.1,5.5,78.3,28.3
Baltimore,MD,39.3037529771,-76.6321872321,2853,76.9,27.6,12.7,3.9,66.0,4.2,51.2,10.0,23.2,22.7,6.8,15.9,32.7,34.3,16.8,20.4,41.9,34.3,84.5,20.8,46.2,,17.6,40.7,51.0,5.8,74.8,36.6
Richmond,VA,37.5731020873,-77.51019728,2907,73.8,21.4,20.7,7.2,85.1,2.2,75.6,4.0,43.7,46.4,4.7,7.6,10.9,83.0,7.1,6.5,27.8,33.5,83.6,8.2,22.6,86.7,7.4,14.1,29.2,2.0,79.0,6.0
Baltimore,MD,39.2471578504,-76.6271725196,4125,79.3,32.4,10.6,4.7,66.6,5.1,52.4,11.6,23.2,21.4,8.0,16.6,33.2,31.6,19.8,20.9,47.8,38.0,84.7,21.4,49.0,,19.6,45.1,52.1,7.3,78.5,40.3
Washington,DC,38.9117400908,-77.0195319937,2143,76.7,14.7,28.1,4.3,78.3,2.1,71.6,3.7,30.7,29.6,3.3,9.0,14.9,79.6,7.0,6.4,24.4,27.7,83.0,9.3,22.1,87.5,6.9,13.1,34.9,2.2,72.4,10.5
Baltimore,MD,39.2903353655,-76.6250567768,838,67.7,10.0,23.1,2.1,63.0,1.4,67.6,2.7,40.2,38.6,1.9,9.8,14.8,65.3,4.2,7.9,18.8,21.1,85.3,11.6,22.8,,5.7,15.7,38.0,1.1,58.0,8.3
Alexandria,VA,38.8154436244,-77.1078473007,4272,70.5,18.2,18.3,4.3,74.8,2.3,67.4,4.6,37.7,35.2,3.8,9.2,17.4,62.5,8.0,14.9,26.6,28.5,82.3,12.3,28.3,85.4,9.9,20.8,35.3,2.3,71.7,14.1
Washington,DC,38.8927669403,-76.9194317159,3646,84.2,24.4,17.9,5.2,76.1,3.7,63.1,7.4,23.2,22.7,6.2,12.2,23.1,64.4,14.5,10.6,41.7,36.8,82.1,13.3,34.4,87.6,12.8,25.2,43.9,4.9,79.2,23.0
Washington,DC,38.9009420937,-76.9748483102,3309,83.7,24.0,18.3,4.8,76.5,3.6,60.1,7.7,22.6,22.2,5.9,12.7,25.1,63.0,14.4,11.0,41.3,36.3,82.7,14.1,35.6,87.3,13.5,25.6,45.2,4.8,78.1,23.6
Baltimore,MD,39.2998323697,-76.5754297999,2957,77.3,28.5,13.5,4.3,66.6,4.0,55.4,9.6,25.1,26.2,6.8,15.3,31.2,37.7,16.8,19.9,44.0,37.0,83.9,19.2,44.3,,16.8,39.5,50.1,5.5,76.6,32.1
Richmond,VA,37.5467344565,-77.4519581348,4101,64.3,6.3,18.7,1.0,39.3,1.3,56.9,4.0,28.2,29.2,1.5,11.3,20.4,53.3,2.7,18.8,12.0,14.0,79.4,20.3,23.1,69.0,8.4,24.3,37.4,0.9,33.7,25.8
Baltimore,MD,39.2153588401,-76.5669808693,5468,71.3,27.1,17.9,5.1,69.7,3.2,57.4,9.3,33.9,32.0,6.8,13.1,30.4,46.6,11.8,16.1,35.1,36.4,79.5,17.9,35.8,,14.9,33.1,44.0,3.9,73.7,24.0
Baltimore,MD,39.2992557041,-76.6903712844,1574,83.7,34.1,13.0,7.4,82.5,4.2,69.7,7.9,32.7,33.8,8.5,12.8,19.8,55.7,18.7,12.5,51.1,39.7,84.0,12.2,39.0,,13.2,31.6,45.2,5.7,85.1,19.0
Richmond,VA,37.5241187404,-77.4449014503,3284,71.9,18.0,18.3,3.5,67.5,2.6,61.3,5.4,26.5,30.4,4.3,10.2,21.1,59.6,10.2,16.5,29.8,29.0,85.7,14.4,33.8,83.8,11.1,25.2,40.6,3.0,72.8,19.8
Baltimore,MD,39.2987150828,-76.6408487842,2515,79.4,29.3,13.5,4.7,70.9,4.0,56.9,9.0,25.8,26.1,7.0,14.9,28.8,41.2,17.3,17.3,45.7,36.7,84.6,17.6,43.8,,15.8,37.6,50.0,5.6,78.8,30.1
Washington,DC,38.8963838241,-76.9743348061,1774,83.7,22.6,19.8,5.6,81.0,3.3,67.1,5.8,27.2,25.2,5.3,10.8,18.0,72.9,12.4,8.0,39.1,35.1,83.6,10.7,30.4,88.7,10.3,19.9,40.4,4.0,79.9,16.3
Washington,DC,38.9161214423,-76.9665022869,4859,84.7,27.5,17.1,6.6,82.2,4.2,64.3,7.8,24.8,22.3,7.5,11.4,19.8,67.9,15.6,9.8,43.6,38.2,82.7,11.7,32.3,87.7,13.0,24.4,41.2,5.6,82.2,20.9
Washington,DC,38.9367763097,-76.9742391991,4163,84.9,25.0,18.9,6.6,84.1,3.6,69.4,6.1,27.7,25.7,6.2,10.5,16.7,74.8,13.3,7.5,41.1,36.6,83.2,10.0,29.4,88.2,10.6,20.0,39.6,4.4,82.0,15.1
Baltimore,MD,39.2970586602,-76.7022072447,3565,81.3,29.2,15.0,6.2,81.8,3.4,69.4,6.6,34.7,35.4,6.4,12.2,19.1,60.0,14.7,10.3,43.4,36.3,85.5,12.1,37.2,,11.5,26.8,43.9,4.2,81.8,14.8
Alexandria,VA,38.8114728602,-77.0516935335,4893,70.6,15.7,21.1,4.3,79.9,1.8,73.9,3.0,42.8,39.7,2.8,7.9,11.1,76.1,5.9,7.9,23.5,27.4,84.9,9.0,23.9,88.4,6.8,13.1,30.7,1.6,71.6,6.9
Richmond,VA,37.46331299,-77.4369635288,1311,70.3,24.0,16.7,4.7,65.8,3.4,56.6,8.5,26.3,30.2,7.0,10.6,26.8,49.6,13.8,30.0,37.4,38.2,79.7,16.3,36.9,81.3,16.1,35.2,41.7,4.3,76.0,27.5
Richmond,VA,37.5533250149,-77.467980563,2625,67.3,13.7,25.7,4.1,74.1,1.5,73.6,3.2,43.0,45.3,3.0,7.8,12.3,79.9,4.6,7.5,18.4,25.9,83.7,9.8,20.8,83.8,6.2,12.6,30.0,1.3,68.5,6.1
Baltimore,MD,39.2801761906,-76.6793610029,2282,78.8,28.5,14.8,5.0,75.8,3.6,61.3,8.2,30.8,30.2,6.7,13.5,25.7,48.3,15.3,14.1,42.0,35.4,84.3,15.7,41.1,,14.2,32.7,47.6,4.7,78.4,22.6
Baltimore,MD,39.289407094,-76.5965747471,3065,74.8,25.9,14.7,4.0,66.2,3.6,54.4,8.6,28.3,26.9,6.2,14.1,29.3,41.0,14.8,18.4,41.7,36.3,83.9,18.2,41.9,,15.5,36.0,48.2,4.7,75.0,28.2
Baltimore,MD,39.2646385917,-76.6166056262,1136,67.6,14.7,27.5,4.2,76.0,1.5,72.4,3.2,48.2,45.0,3.0,9.0,13.9,74.3,4.4,6.2,19.1,25.2,82.4,9.7,21.7,,5.8,13.2,32.8,1.3,65.1,6.8
Washington,DC,38.9734985608,-77.0540766327,5911,82.3,23.2,21.8,8.9,90.9,2.6,76.3,4.4,41.6,35.9,5.5,8.0,9.1,88.4,7.4,3.0,29.0,37.0,80.7,6.8,18.2,88.5,7.0,11.1,27.7,2.5,80.0,5.2
Richmond,VA,37.5248637169,-77.4902152521,2416,72.0,21.3,20.4,6.1,83.3,2.3,70.3,4.8,39.6,41.6,4.6,8.2,14.7,77.3,7.7,8.4,27.0,32.3,83.8,10.1,26.5,86.3,9.0,17.1,32.7,2.3,76.4,8.5
Baltimore,MD,39.2967401041,-76.6640187076,3509,81.5,33.7,12.2,6.1,74.9,4.7,61.2,9.8,26.7,27.1,8.8,14.5,25.7,44.1,20.1,16.1,50.6,40.3,84.3,16.0,43.3,,16.3,37.6,48.4,6.6,82.6,27.9
Washington,DC,38.8978732774,-77.0250007021,2830,75.1,13.9,27.0,4.5,81.0,1.8,69.2,3.3,36.9,32.1,3.2,7.9,12.8,82.4,5.7,5.0,20.4,29.3,79.5,8.4,17.6,86.4,6.2,11.8,31.9,1.6,69.8,6.3
Washington,DC,38.9251124053,-76.99085334,1189,81.3,19.0,23.4,5.0,80.2,2.6,69.3,4.8,29.1,26.9,4.3,10.1,16.8,77.0,9.7,7.4,32.3,32.0,83.3,10.1,26.7,87.8,8.8,16.8,38.4,3.0,76.8,13.0
Richmond,VA,37.5719623887,-77.4418589829,1978,79.7,28.3,14.3,6.4,80.4,3.9,64.5,7.0,27.8,31.3,7.5,10.1,19.2,62.6,16.7,15.1,45.5,37.6,85.6,12.1,37.5,85.9,13.4,28.5,41.6,5.1,83.9,18.9
Washington,DC,38.8503102279,-76.9820302095,3310,81.5,21.4,18.2,3.7,68.6,3.5,55.9,8.0,19.9,19.3,4.6,13.9,30.4,54.7,12.7,13.9,37.4,33.1,82.4,17.3,37.9,87.2,14.5,29.1,47.7,4.5,72.7,30.3
Washington,DC,38.8985726799,-76.9210476683,2139,84.1,24.5,18.2,5.0,76.8,3.7,62.5,7.6,23.2,22.7,5.9,12.5,24.5,63.6,14.4,10.9,41.3,36.2,82.2,13.8,35.1,86.9,13.2,25.7,44.9,4.9,78.8,24.0
Baltimore,MD,39.2951289003,-76.6029315477,3549,75.8,30.4,12.3,4.3,63.7,5.0,49.0,11.8,21.5,20.9,8.5,15.1,34.5,30.3,19.8,22.7,46.9,38.9,84.0,21.0,47.6,,19.9,44.3,51.2,7.2,77.0,41.3
Alexandria,VA,38.8260174112,-77.0753544286,4693,74.2,22.1,18.8,7.3,88.3,2.1,78.2,3.6,49.7,44.7,4.3,7.4,9.2,82.1,6.7,5.6,27.8,34.2,83.4,7.6,21.4,87.8,7.3,12.5,26.9,1.9,78.5,5.2
Baltimore,MD,39.359623032,-76.6033442949,4952,80.7,26.8,16.0,5.7,81.3,3.1,71.0,5.9,35.2,36.5,5.6,12.1,18.4,61.9,13.3,9.8,40.7,34.3,85.7,11.7,36.2,,10.5,25.0,43.8,3.7,80.5,13.3
Washington,DC,38.8959827032,-76.941377166,3293,84.1,25.4,18.1,5.3,79.0,3.8,62.0,7.9,23.2,22.2,6.5,12.1,24.4,63.4,15.3,11.0,42.0,36.6,82.1,13.4,35.4,87.1,13.5,26.1,44.7,5.2,79.5,23.6
Washington,DC,38.8915377814,-76.9827632447,3031,77.8,14.7,28.3,4.6,82.7,1.9,73.1,3.3,34.5,32.2,3.0,8.7,13.1,84.0,6.1,4.4,23.4,27.8,83.1,8.5,21.4,89.0,6.2,11.1,33.4,1.8,72.3,7.6
Washington,DC,38.895419246,-76.9313444651,3446,84.2,26.5,16.9,5.4,76.0,4.2,60.2,8.7,21.5,20.2,7.0,12.9,25.7,60.2,15.9,11.9,42.8,37.3,82.2,14.7,35.9,86.9,14.7,28.3,45.3,5.8,79.5,26.8
Baltimore,MD,39.2996607849,-76.5810142518,3782,77.9,28.1,13.6,4.3,68.8,3.9,56.7,9.2,26.8,25.9,6.8,15.0,30.0,39.5,16.7,18.6,43.8,36.1,84.2,18.4,44.2,,16.2,38.0,50.1,5.4,77.0,30.2
Washington,DC,38.833834401,-76.9963776795,1575,83.3,27.0,15.5,5.0,73.9,4.7,55.8,9.9,19.3,17.7,7.4,13.7,28.8,52.9,17.1,13.8,42.0,36.7,81.9,16.8,39.1,87.2,16.5,31.8,46.7,6.6,78.3,32.5
Alexandria,VA,38.804204347,-77.0824776641,653,66.4,11.5,25.7,3.3,77.2,1.2,73.3,2.4,45.2,43.7,1.8,7.6,11.9,77.4,3.5,8.1,17.0,23.0,83.6,9.2,21.1,87.6,5.7,11.2,29.9,0.9,61.1,5.7
Richmond,VA,37.5550366648,-77.4781187692,2544,67.0,13.4,25.6,3.8,72.8,1.6,71.1,3.2,39.0,41.0,2.9,7.9,13.2,77.9,5.0,8.4,19.7,25.7,84.4,10.0,22.3,84.8,6.5,13.5,31.2,1.4,68.1,7.5
Baltimore,MD,39.3248194528,-76.5577142018,5937,78.1,25.4,15.9,4.5,73.2,3.1,62.6,7.0,33.0,32.5,5.4,13.4,25.0,50.7,13.3,14.1,40.0,34.0,84.7,15.1,38.4,,12.6,30.8,47.5,3.8,76.8,20.5
Richmond,VA,37.5063806491,-77.435621939,5010,77.5,27.1,12.6,4.5,68.5,4.1,54.9,9.4,21.9,25.5,7.0,13.0,29.2,45.3,17.6,24.2,43.9,37.0,84.5,18.4,44.3,83.4,17.8,38.3,47.5,5.7,79.0,32.0
Baltimore,MD,39.3633290655,-76.685470795,5817,76.6,25.1,19.3,7.1,82.8,2.6,74.2,4.9,44.2,41.4,5.6,9.8,13.6,73.0,9.1,6.4,32.8,34.1,84.1,9.5,26.2,,8.2,18.5,35.2,2.7,79.7,8.8
Washington,DC,38.8973521338,-77.0446120467,6408,68.6,5.0,30.2,1.0,48.4,1.0,59.4,3.4,30.3,22.1,1.1,11.1,19.7,70.2,1.7,8.4,7.9,12.8,77.3,17.0,15.7,74.6,6.2,14.5,33.3,0.7,30.3,19.5
Baltimore,MD,39.3104187998,-76.5934775689,2469,81.0,31.6,13.1,5.6,76.4,4.3,61.1,8.8,27.3,27.5,7.9,13.9,25.4,46.0,18.6,15.2,48.1,38.1,85.2,15.4,43.0,,15.2,35.6,48.3,5.9,81.6,26.0
Baltimore,MD,39.3686600593,-76.6045866555,2804,74.1,23.2,19.0,5.3,77.0,2.6,67.6,5.7,39.4,35.3,5.0,11.0,18.9,62.1,9.6,10.3,30.5,31.7,83.3,12.4,30.3,,9.9,23.4,39.5,2.9,75.4,13.9
Alexandria,VA,38.8284531703,-77.1224721932,3963,66.4,14.4,18.9,2.8,69.4,2.0,59.1,4.3,33.6,30.3,3.0,9.1,20.6,55.0,7.2,22.1,22.4,25.4,82.7,13.9,30.2,84.5,10.6,24.1,37.4,1.9,63.4,17.5
Washington,DC,38.8525727287,-76.9706854125,3038,80.9,23.5,17.4,3.6,67.1,4.1,48.6,10.0,17.3,16.8,6.1,14.2,35.6,46.2,15.5,16.7,40.5,35.3,81.7,19.3,41.6,86.2,17.5,34.0,49.8,5.8,73.2,39.1
Baltimore,MD,39.3221262786,-76.5666560227,4933,79.3,27.2,14.6,4.7,75.5,3.4,61.2,7.5,32.3,31.0,5.9,13.7,24.9,49.3,14.6,13.7,41.8,34.3,85.3,15.4,41.5,,13.5,31.7,47.9,4.3,77.9,21.1
Baltimore,MD,39.3509526833,-76.5843184841,4754,81.0,22.9,17.7,5.1,76.2,2.6,73.8,4.9,35.8,37.7,4.8,12.1,16.1,65.0,11.4,9.4,35.9,31.1,86.2,11.5,32.6,,8.8,22.4,42.9,3.0,78.7,12.2
Alexandria,VA,38.8165993378,-77.0808788508,2553,74.6,24.1,17.2,7.5,87.7,2.4,75.7,4.4,46.7,42.5,5.2,7.6,10.4,78.5,7.9,7.6,29.6,35.3,82.7,8.3,23.0,87.0,8.6,15.0,27.8,2.3,79.5,7.2
Baltimore,MD,39.3583457432,-76.5660309916,4605,77.1,26.9,17.2,5.9,80.4,3.0,66.8,6.6,38.5,36.7,6.1,11.4,20.1,61.0,11.9,9.6,37.3,35.2,83.9,12.6,34.4,,11.2,25.1,41.7,3.5,78.5,13.7
Washington,DC,38.9446514559,-77.0317347907,2554,79.9,22.1,21.5,5.5,79.1,3.3,64.5,6.5,25.8,24.1,5.8,10.6,19.9,70.0,12.0,11.2,34.9,35.0,81.1,11.7,28.6,86.8,11.4,21.7,38.7,4.1,78.1,19.4
Baltimore,MD,39.2755141148,-76.6028045351,2564,70.6,17.6,25.7,5.4,82.6,1.6,77.0,3.2,50.0,48.3,3.4,8.6,11.6,79.1,5.0,4.6,21.0,28.1,83.5,8.4,21.1,,5.7,12.3,31.8,1.4,70.9,4.6
Alexandria,VA,38.7922359356,-77.0443858106,2292,73.5,21.3,19.2,7.1,86.3,2.0,78.4,3.5,49.8,46.5,4.3,7.3,9.1,81.4,6.5,5.8,27.4,33.6,83.2,7.6,21.3,87.7,7.0,12.2,27.0,1.8,78.0,4.9
Washington,DC,38.8116201244,-77.0248889119,3211,80.2,20.6,18.1,3.2,62.0,3.6,51.3,9.1,18.2,16.6,5.3,14.6,32.4,48.8,13.2,16.4,35.7,33.1,82.6,19.3,37.5,85.2,15.7,31.4,47.5,5.0,70.7,37.5
Washington,DC,38.8566328875,-76.9695452261,4541,83.4,27.9,15.2,5.1,72.4,4.8,54.2,10.5,19.3,16.8,7.8,13.9,29.6,51.8,17.9,13.9,44.1,38.4,82.5,17.3,39.7,87.0,17.4,32.9,47.1,7.0,79.0,34.5
Washington,DC,38.9349477555,-77.0345165596,3773,74.0,14.4,26.7,3.4,70.2,2.3,62.8,4.7,25.6,24.9,3.5,9.8,20.2,69.6,7.8,12.8,24.0,28.8,80.9,12.3,25.4,85.6,9.3,19.1,37.4,2.4,67.9,17.2
Washington,DC,38.9670943355,-77.0304333284,4480,80.9,22.8,19.3,5.0,77.7,3.6,61.5,7.0,24.1,22.4,5.9,11.2,21.6,65.2,13.4,12.9,36.1,34.9,81.9,12.8,32.6,87.3,12.7,24.5,41.6,4.5,77.4,22.0
Baltimore,MD,39.2904119632,-76.6149306998,4006,68.1,11.3,22.0,2.6,70.8,1.5,67.7,2.6,40.3,37.0,2.2,9.1,13.0,67.1,4.7,7.4,18.0,21.6,85.5,10.2,22.6,,5.5,15.4,36.7,1.2,61.0,8.1
Baltimore,MD,39.2900172639,-76.6807072108,4619,82.6,35.8,11.9,6.9,78.4,4.9,62.2,9.9,27.6,27.4,9.6,14.1,24.5,45.6,20.9,15.5,52.3,40.6,84.4,15.0,42.6,,16.4,37.9,47.9,7.1,84.1,27.3
Washington,DC,38.86464115,-76.9968811847,2414,81.1,25.0,14.9,3.6,62.5,4.7,47.0,11.5,15.3,14.8,6.4,15.8,36.7,41.5,16.5,18.7,40.9,36.3,81.4,21.9,42.8,86.2,19.5,37.6,49.9,6.7,73.2,44.5
Baltimore,MD,39.3570615083,-76.544197237,4361,76.5,26.0,18.3,6.2,80.7,2.7,68.5,6.2,41.4,38.7,5.8,11.1,19.3,64.0,10.4,9.3,35.2,34.6,83.1,12.0,32.0,,10.5,23.5,40.4,3.1,77.3,12.5
Washington,DC,38.9381049746,-77.1004831061,7175,75.6,14.6,29.3,4.8,72.4,1.8,72.5,4.0,38.7,33.6,3.7,9.1,12.6,84.6,4.8,4.8,18.4,28.3,78.4,10.1,15.5,84.5,6.4,11.4,29.1,1.7,72.0,8.4
Richmond,VA,37.5634170724,-77.4806720789,2373,66.9,14.4,25.0,4.2,72.9,1.7,70.1,3.7,40.3,41.6,3.1,8.2,14.8,76.5,4.9,9.9,19.4,26.0,82.5,10.8,22.4,83.5,7.2,15.0,31.7,1.5,67.9,9.0
Washington,DC,38.9384216789,-77.0788872939,3442,73.4,13.4,28.1,3.9,72.7,1.8,68.0,4.0,36.3,30.9,2.9,9.4,15.3,79.9,4.6,5.6,17.0,26.1,79.2,11.1,18.5,84.9,6.9,12.6,31.9,1.6,65.3,9.4
Richmond,VA,37.5420093656,-77.4081024005,1630,80.0,33.5,11.2,6.1,75.4,5.3,56.7,10.9,21.5,24.3,10.0,12.3,27.2,45.7,22.9,23.3,52.2,41.4,84.4,16.5,45.3,84.2,19.7,40.4,46.6,7.9,84.4,33.7
Alexandria,VA,38.8367424173,-77.1054408824,5766,68.5,12.8,22.2,3.4,78.0,1.5,72.8,2.7,44.7,42.6,2.2,7.9,12.5,74.0,4.6,9.3,18.9,23.5,84.0,9.6,23.1,87.3,6.4,13.3,32.3,1.2,64.3,6.2
Richmond,VA,37.4693615382,-77.4771487487,2703,75.5,26.7,15.1,5.7,75.0,3.7,60.1,7.8,29.4,30.8,7.2,10.2,22.3,57.0,15.0,21.2,39.9,37.0,83.7,14.1,37.6,83.9,14.8,31.9,41.6,4.6,80.4,22.5
Baltimore,MD,39.2901606309,-76.5659568714,2647,68.6,24.9,18.5,5.1,69.4,3.2,57.8,8.6,35.1,31.3,7.1,11.5,25.8,47.3,11.3,21.7,31.0,35.5,77.4,16.0,33.3,,14.2,32.7,40.5,3.7,72.1,24.2
Baltimore,MD,39.328696285,-76.6194416341,6224,65.6,8.3,23.4,1.8,56.1,1.2,65.9,2.9,41.4,36.6,1.8,9.8,14.8,64.2,3.1,8.9,12.7,17.9,82.7,13.0,18.2,,5.5,16.6,35.9,0.9,49.0,11.2
Washington,DC,38.8717864101,-76.9445537751,2905,85.8,27.1,17.3,6.5,81.6,4.0,66.2,7.5,25.0,23.9,7.1,11.6,20.7,68.1,15.4,9.5,43.8,37.5,82.2,11.7,32.8,87.4,12.5,24.6,42.7,5.3,82.1,20.8
Washington,DC,38.8963061489,-76.9966527047,2206,76.1,14.3,29.6,4.7,81.9,1.8,73.9,3.2,35.3,31.3,3.0,8.5,11.9,85.3,5.4,3.9,21.0,27.3,82.8,8.3,19.0,88.4,5.8,10.1,31.0,1.7,72.0,6.7
Baltimore,MD,39.3384113888,-76.55970817,3749,78.2,24.7,18.2,5.4,80.6,2.6,68.4,5.9,40.1,38.7,5.1,12.0,20.4,62.5,10.7,10.3,35.7,32.7,83.8,12.4,34.0,,10.4,24.4,43.2,3.0,76.9,13.1
Alexandria,VA,38.8225377932,-77.1357399715,7151,71.2,19.1,16.7,4.1,73.6,2.5,63.3,4.9,36.0,34.0,4.1,9.2,18.5,58.9,9.3,17.9,29.8,31.2,82.1,12.7,30.8,85.0,11.1,23.8,37.3,2.5,72.2,15.1
Baltimore,MD,39.300362669,-76.612867538,3223,68.6,14.1,23.3,3.3,72.3,1.7,69.2,3.4,42.3,40.0,2.9,9.8,15.7,66.7,5.4,7.7,20.6,24.3,84.6,11.4,25.1,,6.6,16.4,37.2,1.5,64.2,8.8
Baltimore,MD,39.3468515755,-76.6336711692,3730,74.9,24.1,19.0,7.2,85.2,2.3,75.3,4.4,47.9,44.3,5.1,8.8,11.1,77.1,7.7,4.9,28.7,34.3,83.7,8.4,22.7,,7.3,15.6,32.5,2.2,78.5,6.2
Baltimore,MD,39.3498097121,-76.6163049187,2046,75.4,26.1,17.1,6.2,77.8,3.1,67.9,6.3,38.4,35.0,6.2,11.1,16.6,64.2,11.4,8.6,34.0,35.2,83.2,12.1,28.7,,10.3,23.5,37.0,3.5,80.2,14.1
Baltimore,MD,39.3032181228,-76.6047451279,2126,80.6,36.5,11.0,5.7,73.9,5.4,53.7,12.2,23.3,23.0,9.8,15.3,31.1,35.3,23.3,18.9,52.7,41.6,84.9,18.8,48.4,,20.1,43.9,50.8,8.1,82.7,35.9
Richmond,VA,37.5198754831,-77.473783082,5858,74.7,24.7,16.9,5.9,78.8,3.1,65.1,6.5,32.1,33.8,6.0,9.7,18.9,66.7,11.8,13.3,34.9,34.8,83.6,12.5,32.7,84.9,12.1,24.3,38.0,3.6,79.0,15.7
Richmond,VA,37.5562389053,-77.4855495696,1364,68.8,16.2,23.5,4.8,77.6,1.8,71.1,3.6,41.0,43.5,3.4,7.8,12.9,78.5,5.7,8.3,21.9,28.4,84.2,9.7,23.4,86.1,7.2,14.3,31.2,1.6,71.6,7.2
Washington,DC,38.9462265217,-77.0705246905,5008,76.8,15.3,27.9,5.6,83.2,1.8,75.1,3.2,42.0,37.0,3.3,8.0,9.9,87.5,4.9,3.5,19.7,29.6,80.7,7.5,16.5,87.3,5.5,9.3,28.6,1.5,72.1,4.6
Baltimore,MD,39.2687022722,-76.6776615598,4050,75.2,34.8,15.9,8.7,76.9,4.1,64.2,10.5,36.5,31.9,10.2,12.0,23.7,54.0,13.7,13.4,41.4,41.5,79.1,14.6,30.6,,15.1,32.4,38.7,5.3,81.5,22.0
